indicator,drug_type,lhn,financial_year,year_start,count,mean_bed_days,group_by,sex,age_group,indigenous_status,seifa_quintile,remoteness,population,rate_per_100k,rate_lcl,rate_ucl
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,4,1.25,Sex by age,Females,45-54,All,All,All,4550,87.9,1.7,174.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,1,2.0,Sex by age,Females,55-64,All,All,All,4200,23.8,0.0,70.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,2,2.0,Sex by age,Females,65+,All,All,All,6300,31.7,0.0,75.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,7,1.57,Sex by age,Males,15-24,All,All,All,4200,166.7,43.2,290.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,5,3.4,Sex by age,Males,25-34,All,All,All,4900,102.0,12.6,191.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,6,1.33,Sex by age,Males,35-44,All,All,All,4550,131.9,26.4,237.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,4,1.75,Sex by age,Males,45-54,All,All,All,4550,87.9,1.7,174.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,4,2.0,Sex by age,Males,55-64,All,All,All,4200,95.2,1.9,188.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2020-21,2020,3,1.0,Sex by age,Males,65+,All,All,All,6300,47.6,0.0,101.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,5,2.8,Sex by age,Females,15-24,All,All,All,4250,117.6,14.5,220.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,1,2.0,Sex by age,Females,25-34,All,All,All,4958,20.2,0.0,59.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,6,3.0,Sex by age,Females,35-44,All,All,All,4604,130.3,26.0,234.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,6,2.0,Sex by age,Females,45-54,All,All,All,4604,130.3,26.0,234.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,3,1.33,Sex by age,Females,55-64,All,All,All,4250,70.6,0.0,150.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,10,1.2,Sex by age,Males,15-24,All,All,All,4250,235.3,89.5,381.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,9,1.11,Sex by age,Males,25-34,All,All,All,4958,181.5,62.9,300.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,8,2.0,Sex by age,Males,35-44,All,All,All,4604,173.8,53.4,294.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,4,2.0,Sex by age,Males,45-54,All,All,All,4604,86.9,1.8,172.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,4,4.25,Sex by age,Males,55-64,All,All,All,4250,94.1,1.9,186.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2021-22,2021,1,1.0,Sex by age,Males,65+,All,All,All,6375,15.7,0.0,46.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,3,1.0,Sex by age,Females,15-24,All,All,All,4301,69.8,0.0,148.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,7,1.43,Sex by age,Females,25-34,All,All,All,5018,139.5,36.2,242.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,6,2.33,Sex by age,Females,35-44,All,All,All,4659,128.8,25.8,231.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,2,1.0,Sex by age,Females,45-54,All,All,All,4659,42.9,0.0,102.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,3,1.33,Sex by age,Females,55-64,All,All,All,4301,69.8,0.0,148.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,2,3.5,Sex by age,Females,65+,All,All,All,6452,31.0,0.0,74.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,9,2.44,Sex by age,Males,15-24,All,All,All,4301,209.3,72.6,346.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,8,1.5,Sex by age,Males,25-34,All,All,All,5018,159.4,48.9,269.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,1,1.0,Sex by age,Males,35-44,All,All,All,4659,21.5,0.0,63.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,3,1.0,Sex by age,Males,45-54,All,All,All,4659,64.4,0.0,137.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,4,1.0,Sex by age,Males,55-64,All,All,All,4301,93.0,1.9,184.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2022-23,2022,3,1.33,Sex by age,Males,65+,All,All,All,6452,46.5,0.0,99.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,6,1.5,Sex by age,Females,15-24,All,All,All,4353,137.8,27.5,248.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,3,2.0,Sex by age,Females,25-34,All,All,All,5078,59.1,0.0,126.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,6,1.5,Sex by age,Females,35-44,All,All,All,4715,127.3,25.5,229.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,3,2.67,Sex by age,Females,45-54,All,All,All,4715,63.6,0.0,135.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,1,1.0,Sex by age,Females,55-64,All,All,All,4353,23.0,0.0,68.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,1,1.0,Sex by age,Females,65+,All,All,All,6529,15.3,0.0,45.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,11,1.0,Sex by age,Males,15-24,All,All,All,4353,252.7,103.4,402.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,5,1.8,Sex by age,Males,25-34,All,All,All,5078,98.5,12.2,184.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,7,2.14,Sex by age,Males,35-44,All,All,All,4715,148.5,38.5,258.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,3,1.33,Sex by age,Males,45-54,All,All,All,4715,63.6,0.0,135.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,2,1.0,Sex by age,Males,55-64,All,All,All,4353,45.9,0.0,109.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2023-24,2023,2,2.0,Sex by age,Males,65+,All,All,All,6529,30.6,0.0,73.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,6,1.33,Sex by age,Females,25-34,All,All,All,5139,116.8,23.4,210.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,1,1.0,Sex by age,Females,35-44,All,All,All,4772,21.0,0.0,62.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,4,2.5,Sex by age,Females,45-54,All,All,All,4772,83.8,1.7,165.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,2,1.5,Sex by age,Females,55-64,All,All,All,4405,45.4,0.0,108.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,3,1.33,Sex by age,Males,15-24,All,All,All,4405,68.1,0.0,145.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,5,1.2,Sex by age,Males,25-34,All,All,All,5139,97.3,12.0,182.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,8,1.12,Sex by age,Males,35-44,All,All,All,4772,167.6,51.4,283.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,9,1.44,Sex by age,Males,45-54,All,All,All,4772,188.6,65.4,311.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,3,1.0,Sex by age,Males,55-64,All,All,All,4405,68.1,0.0,145.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Flinders and Upper North LHN,2024-25,2024,1,1.0,Sex by age,Males,65+,All,All,All,6607,15.1,0.0,44.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,4,1.25,Sex by age,Females,15-24,All,All,All,3900,102.6,2.1,203.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,3,1.0,Sex by age,Females,25-34,All,All,All,4550,65.9,0.0,140.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,3,1.33,Sex by age,Females,35-44,All,All,All,4225,71.0,0.0,151.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,1,2.0,Sex by age,Females,55-64,All,All,All,3900,25.6,0.0,75.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,7,1.29,Sex by age,Males,15-24,All,All,All,3900,179.5,46.5,312.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,2,1.0,Sex by age,Males,25-34,All,All,All,4550,44.0,0.0,104.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,3,1.0,Sex by age,Males,35-44,All,All,All,4225,71.0,0.0,151.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,2,1.0,Sex by age,Males,45-54,All,All,All,4225,47.3,0.0,112.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2020-21,2020,3,2.33,Sex by age,Males,55-64,All,All,All,3900,76.9,0.0,163.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,4,1.25,Sex by age,Females,15-24,All,All,All,3946,101.4,2.1,200.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,2,2.0,Sex by age,Females,25-34,All,All,All,4604,43.4,0.0,103.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,5,1.4,Sex by age,Females,35-44,All,All,All,4275,117.0,14.5,219.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,5,1.2,Sex by age,Females,45-54,All,All,All,4275,117.0,14.5,219.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,2,1.5,Sex by age,Females,55-64,All,All,All,3946,50.7,0.0,120.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,3,2.67,Sex by age,Males,15-24,All,All,All,3946,76.0,0.0,162.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,6,1.17,Sex by age,Males,25-34,All,All,All,4604,130.3,26.0,234.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,5,1.6,Sex by age,Males,35-44,All,All,All,4275,117.0,14.5,219.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,2,1.0,Sex by age,Males,45-54,All,All,All,4275,46.8,0.0,111.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,4,2.25,Sex by age,Males,55-64,All,All,All,3946,101.4,2.1,200.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2021-22,2021,1,3.0,Sex by age,Males,65+,All,All,All,5920,16.9,0.0,50.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,7,1.86,Sex by age,Females,15-24,All,All,All,3994,175.3,45.5,305.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,4,1.0,Sex by age,Females,25-34,All,All,All,4659,85.9,1.8,170.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,5,1.6,Sex by age,Females,35-44,All,All,All,4327,115.6,14.3,216.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,2,3.0,Sex by age,Females,45-54,All,All,All,4327,46.2,0.0,110.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,1,6.0,Sex by age,Females,55-64,All,All,All,3994,25.0,0.0,74.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,3,1.67,Sex by age,Males,15-24,All,All,All,3994,75.1,0.0,160.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,8,1.88,Sex by age,Males,25-34,All,All,All,4659,171.7,52.7,290.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,4,1.0,Sex by age,Males,35-44,All,All,All,4327,92.4,1.8,183.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,4,1.0,Sex by age,Males,45-54,All,All,All,4327,92.4,1.8,183.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,4,3.75,Sex by age,Males,55-64,All,All,All,3994,100.2,2.1,198.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2022-23,2022,2,1.0,Sex by age,Males,65+,All,All,All,5991,33.4,0.0,79.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,7,2.57,Sex by age,Females,15-24,All,All,All,4042,173.2,44.9,301.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,5,1.6,Sex by age,Females,25-34,All,All,All,4715,106.0,13.0,199.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,6,1.5,Sex by age,Females,35-44,All,All,All,4378,137.0,27.3,246.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,2,2.0,Sex by age,Females,45-54,All,All,All,4378,45.7,0.0,109.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,2,1.5,Sex by age,Females,65+,All,All,All,6063,33.0,0.0,78.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,6,1.5,Sex by age,Males,15-24,All,All,All,4042,148.4,29.6,267.2
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,6,1.33,Sex by age,Males,25-34,All,All,All,4715,127.3,25.5,229.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,7,1.14,Sex by age,Males,35-44,All,All,All,4378,159.9,41.5,278.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,2,1.5,Sex by age,Males,45-54,All,All,All,4378,45.7,0.0,109.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,2,2.0,Sex by age,Males,55-64,All,All,All,4042,49.5,0.0,118.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2023-24,2023,1,4.0,Sex by age,Males,65+,All,All,All,6063,16.5,0.0,48.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,2,1.0,Sex by age,Females,15-24,All,All,All,4090,48.9,0.0,116.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,3,1.0,Sex by age,Females,25-34,All,All,All,4772,62.9,0.0,134.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,5,1.6,Sex by age,Females,35-44,All,All,All,4431,112.8,13.9,211.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,2,1.0,Sex by age,Females,45-54,All,All,All,4431,45.1,0.0,107.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,2,1.5,Sex by age,Females,55-64,All,All,All,4090,48.9,0.0,116.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,2,4.5,Sex by age,Females,65+,All,All,All,6135,32.6,0.0,77.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,8,1.62,Sex by age,Males,15-24,All,All,All,4090,195.6,60.1,331.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,4,1.25,Sex by age,Males,25-34,All,All,All,4772,83.8,1.7,165.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,7,2.71,Sex by age,Males,35-44,All,All,All,4431,158.0,41.0,275.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,2,1.5,Sex by age,Males,45-54,All,All,All,4431,45.1,0.0,107.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,4,2.0,Sex by age,Males,55-64,All,All,All,4090,97.8,2.0,193.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Limestone Coast LHN,2024-25,2024,2,1.0,Sex by age,Males,65+,All,All,All,6135,32.6,0.0,77.8
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,2,2.5,Sex by age,Females,0-14,All,All,All,37800,5.3,0.0,12.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,14,1.86,Sex by age,Females,15-24,All,All,All,25200,55.6,26.5,84.7
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,27,1.41,Sex by age,Females,25-34,All,All,All,29400,91.8,57.2,126.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,25,2.8,Sex by age,Females,35-44,All,All,All,27300,91.6,55.7,127.5
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,19,1.05,Sex by age,Females,45-54,All,All,All,27300,69.6,38.3,100.9
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,10,1.3,Sex by age,Females,55-64,All,All,All,25200,39.7,15.1,64.3
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,4,1.0,Sex by age,Females,65+,All,All,All,37800,10.6,0.2,21.0
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,2,1.0,Sex by age,Males,0-14,All,All,All,37800,5.3,0.0,12.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,23,1.65,Sex by age,Males,15-24,All,All,All,25200,91.3,54.0,128.6
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,51,2.37,Sex by age,Males,25-34,All,All,All,29400,173.5,125.9,221.1
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,34,1.82,Sex by age,Males,35-44,All,All,All,27300,124.5,82.6,166.4
Alcohol and other drug-related hospitalisations,Cannabinoids,Northern Adelaide LHN,2020-21,2020,25,2.4,Sex by age,Males,45-54,All,All,All,27300,91.6,55.7,127.5
